heavy_atom_idx,num_H,heavy_atomic_num,heavy_degree,heavy_hybridization,heavy_in_ring,heavy_is_aromatic,heavy_formal_charge,heavy_partial_charge,num_heavy_neighbors,neighbor_atomic_nums,num_H_neighbors,neighbor_H_counts_per_atom,num_couplable_H_neighbors,distance_to_nearest_non_equivalent_H,in_symmetric_env,H_coupling_type,is_in_CH3,is_in_CH2,is_terminal_CH,ppm,nb_atoms,multiplicity,couplings
6,3,6,4,SP3,0,0,0,-0.04869200436756517,1,6,3,1,4,1,32,none,0,0,0,1.375,6.0,d,[6.528999999999999]
10,2,6,4,SP3,0,0,0,0.07551316516391204,2,"16,6",2,"0,0",11,2,44,geminal,0,0,0,3.627,2.0,,[]
12,2,6,4,SP3,1,0,0,-0.0408723204747319,2,"6,6",2,"0,2",7,1,38,none,0,0,0,1.909,2.0,ddd,"[15.656, 8.06, 4.225]"
13,2,6,4,SP3,1,0,0,-0.049119506072176494,2,"6,6",2,"2,1",6,1,37,none,0,0,0,1.5325,2.0,dddd,"[15.345, 8.06, 4.225, 3.1399999999999997]"
14,1,6,4,SP3,1,0,0,-0.03508400481650349,3,"6,6,6",1,"2,2,2",4,1,42,none,0,0,0,2.476,1.0,ddtt,"[4.96, 4.85, 2.4749999999999996, 1.4249999999999998]"
15,2,6,4,SP3,1,0,0,-0.007561325046205513,2,"6,6",2,"1,0",9,1,36,none,0,0,0,2.5435,2.0,dd,"[12.818, 3.19]"
18,1,8,2,SP2,0,0,0,-0.4108879689963904,1,7,1,0,2,3,29,vicinal,0,0,0,,,,[]
19,2,6,4,SP3,1,0,0,-0.03793933193446597,2,"6,6",2,"1,0",8,1,39,none,0,0,0,1.6935,2.0,dd,"[15.465, 2.4749999999999996]"
0,3,6,4,SP3,0,0,0,-0.06538238322279266,1,6,3,2,4,1,47,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
1,2,6,4,SP3,0,0,0,-0.056171667063192945,2,"6,6",2,"3,2",4,1,49,none,0,0,0,1.277,2.0,h,[7.0]
2,2,6,4,SP3,0,0,0,-0.053568642724643206,2,"6,6",2,"2,2",7,1,51,none,0,0,0,1.239,2.0,quint,[7.0]
3,2,6,4,SP3,0,0,0,-0.053316032269855006,2,"6,6",2,"2,2",9,1,53,none,0,0,0,1.229,2.0,quint,[7.0]
4,2,6,4,SP3,0,0,0,-0.05330614506308048,2,"6,6",2,"2,2",8,1,55,none,0,0,0,1.231,2.0,quint,[7.0]
5,2,6,4,SP3,0,0,0,-0.05330597413136436,2,"6,6",2,"2,2",8,1,57,none,0,0,0,1.232,2.0,tt,"[7.0, 6.867]"
6,2,6,4,SP3,0,0,0,-0.05330596377630006,2,"6,6",2,"2,2",8,1,58,none,0,0,0,1.232,2.0,quint,[6.867]
7,2,6,4,SP3,0,0,0,-0.053304848174854515,2,"6,6",2,"2,2",8,1,56,none,0,0,0,1.233,2.0,tt,"[6.867, 6.633]"
8,2,6,4,SP3,0,0,0,-0.05324078091052746,2,"6,6",2,"2,2",8,1,54,none,0,0,0,1.266,2.0,tt,"[7.0, 6.633]"
9,2,6,4,SP3,0,0,0,-0.051631124904100587,2,"6,6",2,"2,2",7,1,52,none,0,0,0,1.301,2.0,tt,"[7.103, 7.0]"
10,2,6,4,SP3,0,0,0,-0.03571486996925866,2,"6,6",2,"2,2",5,1,50,none,0,0,0,1.564,2.0,tt,"[7.434, 7.103]"
11,2,6,4,SP3,0,0,0,0.01685806658822717,2,"6,7",2,"2,1",5,1,48,none,0,0,0,3.177,2.0,t,[7.434]
12,1,7,3,SP2,0,0,0,-0.3613019147214327,2,"6,6",1,"2,0",5,1,45,none,0,0,0,,,,[]
15,1,7,3,SP2,0,0,0,-0.25386400744856713,2,"6,7",1,"0,0",4,2,44,geminal,0,0,0,,,,[]
17,1,6,3,SP2,0,0,0,0.05451217379279981,2,"7,6",1,"0,0",5,2,43,geminal,0,0,0,8.289,1.0,,[]
19,1,6,3,SP2,1,0,0,-0.046541478620160254,2,"6,6",1,"0,1",3,1,39,none,0,0,0,7.6585,2.0,ddd,"[8.662, 1.914, 0.4945]"
20,1,6,3,SP2,1,0,0,0.016526589021778386,2,"6,6",1,"1,0",3,1,40,none,0,0,0,8.197,2.0,ddd,"[8.662, 1.803, 0.4945]"
25,1,6,3,SP2,1,0,0,0.016526589021778386,2,"6,6",1,"0,1",3,1,38,none,0,0,0,8.197,2.0,ddd,"[8.662, 1.803, 0.4945]"
26,1,6,3,SP2,1,0,0,-0.046541478620160254,2,"6,6",1,"1,0",3,1,37,none,0,0,0,7.6585,2.0,ddd,"[8.662, 1.914, 0.4945]"
0,3,6,4,SP3,0,0,0,-0.06503679671995197,1,6,3,2,5,1,48,none,0,0,0,0.8210000000000001,3.0,t,[6.61]
1,2,6,4,SP3,0,0,0,-0.051098725334930234,2,"6,6",2,"3,1",5,1,54,none,0,0,0,1.208,1.0,qd,"[6.61, 6.497]"
2,1,6,4,SP3,0,0,0,-0.015008504077687288,3,"6,6,6",1,"2,3,1",4,1,55,none,0,0,0,1.986,1.0,dqt,"[7.439, 6.849, 6.497]"
3,3,6,4,SP3,0,0,0,-0.06003727922259989,1,6,3,1,7,1,53,none,0,0,0,0.882,3.0,d,[6.849]
4,1,6,4,SP3,0,0,0,0.11071504122713328,3,"6,7,6",1,"1,1,0",12,1,56,none,0,0,0,4.199,1.0,d,[7.439]
5,1,7,3,SP2,0,0,0,-0.3399603885836976,2,"6,6",1,"1,0",8,1,46,none,0,0,0,,,,[]
9,1,6,3,SP2,1,0,0,-0.049464659630703095,2,"6,6",1,"0,1",4,1,37,none,0,0,0,7.814,2.0,dddd,"[8.468499999999999, 1.856, 1.461, 0.448]"
10,1,6,3,SP2,1,0,0,-0.06147348742507491,2,"6,6",1,"1,1",2,1,34,none,0,0,0,7.506,2.0,dddd,"[8.468499999999999, 7.498, 1.39, 0.448]"
11,1,6,3,SP2,1,0,0,-0.06221957023709663,2,"6,6",1,"1,1",2,1,33,none,0,0,0,7.536,1.0,tt,"[7.498, 1.461]"
12,1,6,3,SP2,1,0,0,-0.06147348742507491,2,"6,6",1,"1,1",2,1,35,none,0,0,0,7.506,2.0,dddd,"[8.468499999999999, 7.498, 1.39, 0.448]"
13,1,6,3,SP2,1,0,0,-0.049464659630703095,2,"6,6",1,"1,0",4,1,36,none,0,0,0,7.814,2.0,dddd,"[8.468499999999999, 1.856, 1.461, 0.448]"
17,2,6,4,SP3,1,0,0,0.03821146658025093,2,"7,6",2,"0,2",5,1,49,none,0,0,0,3.6535,2.0,dt,"[14.637, 6.6975]"
18,2,6,4,SP3,1,0,0,0.03555197789632892,2,"6,7",2,"2,0",6,1,51,none,0,0,0,3.3865,2.0,ddd,"[17.4215, 6.695, 2.8200000000000003]"
21,1,6,3,SP2,1,0,0,0.025413783212508072,2,"6,6",1,"0,1",7,1,38,none,0,0,0,7.3515,2.0,ddd,"[3.4154999999999998, 1.6, 0.44]"
22,1,6,3,SP2,1,0,0,0.1685463402645399,2,"6,7",1,"1,1",2,1,43,none,0,0,0,8.74,2.0,ddd,"[3.4154999999999998, 1.351, 0.44]"
23,1,7,3,SP2,1,0,1,-0.21767475288717184,2,"6,6",1,"1,1",2,1,47,none,0,0,0,,,,[]
24,1,6,3,SP2,1,0,0,0.1685463402645399,2,"7,6",1,"1,1",2,1,42,none,0,0,0,8.74,2.0,ddd,"[3.4154999999999998, 1.351, 0.44]"
25,1,6,3,SP2,1,0,0,0.025413783212508072,2,"6,6",1,"1,0",7,1,39,none,0,0,0,7.3515,2.0,ddd,"[3.4154999999999998, 1.6, 0.44]"
26,2,6,4,SP3,1,0,0,0.03555197789632892,2,"7,6",2,"0,2",6,1,51,none,0,0,0,3.3865,2.0,ddd,"[17.4215, 6.695, 2.8200000000000003]"
27,2,6,4,SP3,1,0,0,0.03821146658025093,2,"6,7",2,"2,0",5,1,49,none,0,0,0,3.6535,2.0,dt,"[14.637, 6.6975]"
0,3,6,4,SP3,0,0,0,-0.01835789421287221,1,6,3,1,0,1,32,none,0,0,0,1.359,3.0,d,[7.238]
1,1,6,4,SP3,0,0,0,0.17675774918547074,3,"6,8,6",1,"3,0,0",0,1,33,none,0,0,0,5.732,1.0,q,[7.238]
7,1,7,3,SP2,1,0,0,-0.24661271300057017,2,"7,6",1,"0,0",4,2,29,geminal,0,0,0,,,,[]
10,2,6,4,SP3,1,0,0,0.03417741788129768,2,"6,6",2,"0,2",1,1,30,none,0,0,0,2.704,1.0,ddd,"[17.663, 9.87, 4.19]"
11,2,6,4,SP3,1,0,0,0.0076493654014772455,2,"6,6",2,"2,0",1,1,31,none,0,0,0,2.767,1.0,ddd,"[14.291, 4.19, 1.76]"
17,1,6,3,SP2,1,0,0,-0.03856672604870328,2,"6,6",1,"0,1",1,1,27,none,0,0,0,7.677,1.0,dd,"[8.045, 1.29]"
18,1,6,3,SP2,1,0,0,-0.05068544913048861,2,"6,6",1,"1,1",0,1,26,none,0,0,0,7.106,1.0,dd,"[8.045, 4.99]"
19,1,6,3,SP2,1,0,0,-0.008486816955306032,2,"6,16",1,"1,0",1,1,25,none,0,0,0,7.602,1.0,dd,"[4.99, 1.29]"
2,1,8,2,SP2,0,0,0,-0.4811581556935956,1,6,1,0,3,2,13,geminal,0,0,0,,,,[]
3,2,6,4,SP3,0,0,0,0.07397925493415287,2,"6,6",2,"0,1",5,1,20,none,0,0,0,2.791,2.0,d,[5.684]
4,1,6,4,SP3,0,0,0,0.09297129784057573,3,"6,8,6",1,"2,1,1",6,1,22,none,0,0,0,3.933,1.0,td,"[5.684, 3.417]"
5,1,8,2,SP3,0,0,0,-0.3897152859911642,1,6,1,1,5,1,16,none,0,0,0,,,,[]
6,1,6,4,SP3,0,0,0,0.10851598097318083,3,"6,8,6",1,"1,1,1",7,1,23,none,0,0,0,3.764,1.0,t,[3.394]
7,1,8,2,SP3,0,0,0,-0.387605690171218,1,6,1,1,8,1,17,none,0,0,0,,,,[]
8,1,6,4,SP3,0,0,0,0.10542737407410786,3,"6,8,6",1,"1,1,2",6,1,21,none,0,0,0,3.914,1.0,td,"[5.384, 3.371]"
9,1,8,2,SP3,0,0,0,-0.3879159376528136,1,6,1,1,6,1,15,none,0,0,0,,,,[]
10,2,6,4,SP3,0,0,0,0.0717255581577169,2,"6,8",2,"1,1",4,1,19,none,0,0,0,3.502,2.0,d,[5.384]
11,1,8,2,SP3,0,0,0,-0.39357914965045515,1,6,1,2,3,1,14,none,0,0,0,,,,[]
2,2,6,4,SP3,0,0,0,0.16785565617719328,2,"6,9",2,"0,0",2,2,29,geminal,0,0,0,4.586,2.0,,[]
4,1,7,3,SP2,0,0,0,-0.3300265926182476,2,"6,6",1,"0,1",3,1,27,none,0,0,0,,,,[]
5,1,6,4,SP3,0,0,0,0.1472329011864635,3,"7,7,6",1,"1,1,0",3,1,31,none,0,0,0,5.101,1.0,,[]
6,1,7,3,SP2,0,0,0,-0.36001915874643187,2,"6,6",1,"1,0",3,1,28,none,0,0,0,,,,[]
8,1,6,3,SP2,1,0,0,-0.036630316045665315,2,"6,6",1,"0,1",3,1,23,none,0,0,0,7.324,1.0,dd,"[8.02, 1.283]"
9,1,6,3,SP2,1,0,0,-0.059459150655821844,2,"6,6",1,"1,1",2,1,20,none,0,0,0,7.64,1.0,td,"[8.0505, 0.446]"
10,1,6,3,SP2,1,0,0,-0.05265982404499691,2,"6,6",1,"1,0",3,1,22,none,0,0,0,7.882,1.0,dddd,"[8.081, 1.489, 1.283, 0.449]"
14,1,6,3,SP2,1,0,0,0.027601528745465814,2,"7,6",1,"0,1",1,1,18,none,0,0,0,8.809,1.0,dd,"[4.689, 1.656]"
15,1,6,3,SP2,1,0,0,-0.043171473339513614,2,"6,6",1,"1,1",1,1,19,none,0,0,0,7.406,1.0,ddd,"[8.377, 4.689, 0.449]"
16,1,6,3,SP2,1,0,0,-0.05120766507996813,2,"6,6",1,"1,0",3,1,21,none,0,0,0,8.158,1.0,dddd,"[8.377, 1.656, 1.489, 0.446]"
3,1,6,4,SP3,1,0,0,0.1964399360280651,3,"8,6,6",1,"0,1,0",4,1,16,none,0,0,0,5.644,1.0,d,[5.059]
4,1,6,4,SP3,0,0,0,0.12166546926406924,3,"6,8,6",1,"1,1,2",1,1,17,none,0,0,0,4.226,1.0,td,"[6.031, 5.059]"
5,1,8,2,SP3,0,0,0,-0.386327384183149,1,6,1,1,4,1,11,none,0,0,0,,,,[]
6,2,6,4,SP3,0,0,0,0.07322615675418648,2,"6,8",2,"1,1",2,1,15,none,0,0,0,3.523,2.0,d,[6.031]
7,1,8,2,SP3,0,0,0,-0.3935175502804012,1,6,1,2,3,1,9,none,0,0,0,,,,[]
0,3,6,4,SP3,0,0,0,-0.03769290279097806,1,6,3,0,3,2,40,geminal,0,0,0,2.1,3.0,,[]
2,1,6,3,SP2,1,0,0,-0.05723487849899847,2,"6,6",1,"0,1",5,1,32,none,0,0,0,7.184,1.0,ddd,"[7.887, 1.465, 0.461]"
3,1,6,3,SP2,1,0,0,-0.06185258400846764,2,"6,6",1,"1,1",4,1,28,none,0,0,0,6.975,1.0,ddd,"[7.887, 7.731, 1.183]"
4,1,6,3,SP2,1,0,0,-0.06016177065450001,2,"6,6",1,"1,1",1,1,27,none,0,0,0,7.383,1.0,ddd,"[8.505, 7.731, 1.465]"
5,1,6,3,SP2,1,0,0,-0.03770872154563304,2,"6,6",1,"1,0",6,1,31,none,0,0,0,7.475,1.0,ddd,"[8.505, 1.183, 0.461]"
8,1,6,3,SP2,1,0,0,0.029845826834128477,2,"7,6",1,"0,1",1,1,35,none,0,0,0,7.662,1.0,d,[6.415]
9,1,6,3,SP2,1,0,0,0.04651882253507353,2,"6,7",1,"1,0",0,1,24,none,0,0,0,6.894,1.0,d,[6.415]
13,2,6,4,SP3,0,0,0,0.08060839044474497,2,"16,6",2,"0,0",1,2,41,geminal,0,0,0,3.685,2.0,,[]
16,1,7,3,SP2,0,0,0,-0.3012085817223277,2,"6,6",1,"0,0",2,2,38,geminal,0,0,0,,,,[]
20,1,6,3,SP2,1,0,0,-0.03485011148105194,2,"6,6",1,"0,1",2,1,29,none,0,0,0,7.635,1.0,ddd,"[7.512, 1.326, 0.496]"
21,1,6,3,SP2,1,0,0,-0.06001817910432647,2,"6,6",1,"1,1",1,1,25,none,0,0,0,7.378,1.0,ddd,"[7.512, 6.913, 1.418]"
22,1,6,3,SP2,1,0,0,-0.06070533812014367,2,"6,6",1,"1,1",1,1,26,none,0,0,0,7.245,1.0,ddd,"[7.868, 6.913, 1.326]"
23,1,6,3,SP2,1,0,0,-0.042609211766907094,2,"6,6",1,"1,0",2,1,30,none,0,0,0,7.802,1.0,ddd,"[7.868, 1.418, 0.496]"
0,3,6,4,SP3,0,0,0,-0.06277360920914779,1,6,3,1,7,1,49,none,0,0,0,0.7999999999999999,6.0,d,[6.597]
1,1,6,4,SP3,0,0,0,-0.04713240231213327,3,"6,6,6",1,"3,3,2",4,1,53,none,0,0,0,1.473,1.0,tsept,"[7.159, 6.597]"
2,3,6,4,SP3,0,0,0,-0.06277360920914779,1,6,3,1,7,1,49,none,0,0,0,0.7999999999999999,6.0,d,[6.597]
3,2,6,4,SP3,0,0,0,-0.05096430839090712,2,"6,6",2,"1,2",9,1,51,none,0,0,0,0.662,2.0,q,[7.171666666666667]
4,2,6,4,SP3,0,0,0,-0.0527981652835842,2,"6,6",2,"2,2",12,1,52,none,0,0,0,1.238,1.0,quint,[7.1850000000000005]
5,2,6,4,SP3,0,0,0,-0.050416098328708914,2,"6,6",2,"2,1",9,1,59,none,0,0,0,0.786,1.0,q,[7.222]
6,1,6,4,SP3,0,0,0,-0.04088208991871818,3,"6,6,6",1,"2,3,1",14,1,66,none,0,0,0,1.455,1.0,tqd,"[7.282, 6.803, 4.155]"
7,3,6,4,SP3,0,0,0,-0.062223747147079504,1,6,3,1,7,1,58,none,0,0,0,1.001,3.0,d,[6.803]
8,1,6,4,SP3,1,0,0,-0.032529814684921096,3,"6,6,6",1,"1,2,0",16,1,67,none,0,0,0,1.585,1.0,ddd,"[8.03, 4.62, 4.155]"
9,2,6,4,SP3,1,0,0,-0.04903640994504624,2,"6,6",2,"1,2",12,1,60,none,0,0,0,1.69,1.0,dddd,"[11.658, 8.03, 7.71, 6.95]"
10,2,6,4,SP3,1,0,0,-0.045518624876631816,2,"6,6",2,"2,1",8,1,63,none,0,0,0,1.697,1.0,dddd,"[14.033, 6.95, 4.81, 1.73]"
11,1,6,4,SP3,1,0,0,-0.009920849670252209,3,"6,6,6",1,"2,0,0",12,1,69,none,0,0,0,2.53,1.0,dd,"[9.76, 4.81]"
13,1,6,3,SP2,1,0,0,-0.05845509504125171,2,"6,6",1,"0,1",6,1,44,none,0,0,0,5.977,1.0,d,[1.926]
14,1,6,3,SP2,1,0,0,-0.06178188019633091,2,"6,6",1,"1,0",9,1,43,none,0,0,0,6.051,1.0,d,[1.926]
16,2,6,4,SP3,1,0,0,-0.004604088540245293,2,"6,6",2,"0,1",10,1,54,none,0,0,0,2.462,1.0,dd,"[14.548, 10.22]"
17,1,6,4,SP3,1,0,0,0.05777489996137429,3,"6,8,6",1,"2,1,2",3,1,64,none,0,0,0,3.892,1.0,tdd,"[10.24, 3.35, 2.64]"
18,1,8,2,SP3,0,0,0,-0.3927960680124343,1,6,1,1,6,1,42,none,0,0,0,,,,[]
19,2,6,4,SP3,1,0,0,-0.025541335247516277,2,"6,6",2,"1,2",6,1,55,none,0,0,0,1.716,1.0,dtd,"[13.323, 10.26, 2.75]"
20,2,6,4,SP3,1,0,0,-0.03752307096851847,2,"6,6",2,"2,0",9,1,57,none,0,0,0,1.774,1.0,ddd,"[13.366, 2.9, 2.75]"
22,3,6,4,SP3,0,0,0,-0.051736702459852964,1,6,3,0,8,2,56,geminal,0,0,0,1.235,3.0,,[]
24,1,6,3,SP2,1,0,0,-0.07957156877998588,2,"6,6",1,"0,2",11,1,45,none,0,0,0,5.535,1.0,dd,"[9.606, 9.293]"
25,2,6,4,SP3,1,0,0,-0.02815502994895633,2,"6,6",2,"1,0",10,1,62,none,0,0,0,1.993,1.0,dd,"[14.82, 9.293]"
27,3,6,4,SP3,0,0,0,-0.058482895502825295,1,6,3,0,10,2,61,geminal,0,0,0,0.906,3.0,,[]
0,2,7,3,SP2,0,0,0,-0.36924859211108646,1,6,2,0,1,2,24,geminal,0,0,0,,,,[]
7,1,7,3,SP2,1,0,0,-0.36416535911762943,2,"6,6",1,"0,2",2,1,26,none,0,0,0,,,,[]
8,2,6,4,SP3,1,0,0,0.057594855596710175,2,"7,6",2,"1,0",4,1,27,none,0,0,0,3.9025,2.0,d,[15.96]
10,1,6,4,SP3,0,0,0,0.12193217596068086,3,"6,8,6",1,"0,1,1",7,1,29,none,0,0,0,4.403,1.0,d,[4.666]
11,1,8,2,SP3,0,0,0,-0.38425759370315676,1,6,1,1,6,1,17,none,0,0,0,,,,[]
12,1,6,4,SP3,0,0,0,0.10831732645673862,3,"6,8,6",1,"1,1,2",4,1,30,none,0,0,0,3.985,1.0,td,"[5.325, 4.666]"
13,1,8,2,SP3,0,0,0,-0.387601019665905,1,6,1,1,5,1,18,none,0,0,0,,,,[]
14,2,6,4,SP3,0,0,0,0.0720222555574567,2,"6,8",2,"1,1",3,1,28,none,0,0,0,3.5,2.0,d,[5.325]
15,1,8,2,SP3,0,0,0,-0.39356638200135385,1,6,1,2,3,1,16,none,0,0,0,,,,[]
17,1,7,3,SP2,1,0,0,-0.3106000517423854,2,"6,6",1,"0,0",5,2,25,geminal,0,0,0,,,,[]
0,1,6,3,SP2,1,0,0,-0.058517272282204234,2,"6,6",1,"1,1",1,1,9,none,0,0,0,7.42,2.0,td,"[8.034500000000001, 1.524]"
1,1,6,3,SP2,1,0,0,-0.0613769013807319,2,"6,6",1,"1,1",1,1,11,none,0,0,0,7.497,2.0,ddd,"[8.447, 8.028, 1.851]"
2,1,6,3,SP2,1,0,0,-0.05049098340494424,2,"6,6",1,"1,0",3,1,15,none,0,0,0,7.830500000000001,2.0,ddt,"[8.447, 1.524, 0.4555]"
5,1,6,3,SP2,1,0,0,-0.018653763078644973,2,"6,6",1,"0,1",2,1,13,none,0,0,0,7.782,2.0,ddd,"[8.041, 1.851, 0.44]"
8,1,6,3,SP2,1,0,0,-0.01865376307864496,2,"6,6",1,"0,1",2,1,13,none,0,0,0,7.782,2.0,ddd,"[8.041, 1.851, 0.44]"
9,1,6,3,SP2,1,0,0,-0.058517272282204234,2,"6,6",1,"1,1",1,1,9,none,0,0,0,7.42,2.0,td,"[8.034500000000001, 1.524]"
10,1,6,3,SP2,1,0,0,-0.0613769013807319,2,"6,6",1,"1,1",1,1,11,none,0,0,0,7.497,2.0,ddd,"[8.447, 8.028, 1.851]"
11,1,6,3,SP2,1,0,0,-0.05049098340494424,2,"6,6",1,"1,0",3,1,15,none,0,0,0,7.830500000000001,2.0,ddt,"[8.447, 1.524, 0.4555]"
0,3,6,4,SP3,0,0,0,-0.023685666343383684,1,6,3,0,2,2,41,geminal,0,0,0,2.428,3.0,,[]
2,1,6,3,SP2,1,0,0,-0.04225730040591113,2,"6,6",1,"0,1",4,1,32,none,0,0,0,6.675,1.0,d,[1.91]
3,1,6,3,SP2,1,0,0,-0.056827838545921536,2,"6,6",1,"1,1",3,1,28,none,0,0,0,7.745,1.0,dd,"[9.673, 1.91]"
4,1,6,3,SP2,1,0,0,-0.01856944558639602,2,"6,6",1,"1,0",1,1,27,none,0,0,0,6.535,1.0,d,[9.673]
8,2,6,4,SP3,0,0,0,0.12053593900326892,2,"6,7",2,"0,1",9,1,44,none,0,0,0,4.293,2.0,,[]
9,1,7,4,SP3,1,0,1,-0.3234244181287487,3,"6,6,6",1,"2,2,2",5,1,47,none,0,0,0,,,,[]
10,2,6,4,SP3,1,0,0,0.11549930143718778,2,"7,6",2,"1,2",6,1,45,none,0,0,0,3.755,4.0,ddd,"[16.548, 6.675, 2.5]"
11,2,6,4,SP3,1,0,0,0.13447967103689282,2,"6,7",2,"2,0",9,1,42,none,0,0,0,3.6342499999999998,4.0,ddd,"[17.954, 6.675, 2.5]"
14,1,6,3,SP2,1,0,0,0.0274122092763236,2,"6,6",1,"0,1",7,1,31,none,0,0,0,7.344,1.0,ddd,"[8.408, 1.465, 0.545]"
15,1,6,3,SP2,1,0,0,-0.0505509147079701,2,"6,6",1,"1,1",2,1,29,none,0,0,0,7.655,1.0,ddd,"[8.408, 8.123, 1.882]"
16,1,6,3,SP2,1,0,0,-0.022686369365942944,2,"6,6",1,"1,1",2,1,30,none,0,0,0,7.851,1.0,ddd,"[8.123, 2.554, 1.465]"
17,1,6,3,SP2,1,0,0,0.08797624980347575,2,"6,7",1,"1,1",2,1,37,none,0,0,0,8.737,1.0,ddd,"[2.554, 1.882, 0.545]"
18,1,7,3,SP2,1,0,1,-0.24772966552259024,2,"6,6",1,"1,0",7,1,40,none,0,0,0,,,,[]
19,2,6,4,SP3,1,0,0,0.13447967103689282,2,"7,6",2,"0,2",9,1,42,none,0,0,0,3.6342499999999998,4.0,ddd,"[17.954, 6.675, 2.5]"
20,2,6,4,SP3,1,0,0,0.11549930143718778,2,"6,7",2,"2,1",6,1,45,none,0,0,0,3.755,4.0,ddd,"[16.548, 6.675, 2.5]"
21,1,6,3,SP2,1,0,0,0.03134085502947286,2,"6,6",1,"0,0",3,2,33,geminal,0,0,0,5.773,1.0,,[]
0,3,6,4,SP3,0,0,0,-0.020428615065699995,1,6,3,0,3,3,34,vicinal,0,0,0,2.336,3.0,,[]
3,3,6,4,SP3,0,0,0,-0.02234264209177073,1,6,3,0,5,3,35,vicinal,0,0,0,2.414,3.0,,[]
5,2,6,4,SP3,0,0,0,0.05305987938846419,2,"7,6",2,"0,1",7,1,37,none,0,0,0,4.226,2.0,d,[5.647]
6,1,6,4,SP3,0,0,0,0.10040937990051216,3,"6,8,6",1,"2,1,1",5,1,39,none,0,0,0,3.882,1.0,td,"[5.647, 4.256]"
7,1,8,2,SP3,0,0,0,-0.3884485308524084,1,6,1,1,5,1,24,none,0,0,0,,,,[]
8,1,6,4,SP3,0,0,0,0.1096959352553217,3,"6,8,6",1,"1,1,1",7,1,40,none,0,0,0,3.819,1.0,t,[4.303]
9,1,8,2,SP3,0,0,0,-0.38754794248018554,1,6,1,1,8,1,25,none,0,0,0,,,,[]
10,1,6,4,SP3,0,0,0,0.10548344240860015,3,"6,8,6",1,"1,1,2",6,1,38,none,0,0,0,3.908,1.0,td,"[5.3945, 4.35]"
11,1,8,2,SP3,0,0,0,-0.3879148333464772,1,6,1,1,6,1,23,none,0,0,0,,,,[]
12,2,6,4,SP3,0,0,0,0.07172664869076506,2,"6,8",2,"1,1",4,1,36,none,0,0,0,3.511,2.0,d,[5.3945]
13,1,8,2,SP3,0,0,0,-0.3935791401550642,1,6,1,2,3,1,22,none,0,0,0,,,,[]
18,1,7,3,SP2,1,0,0,-0.2705088981718838,2,"6,6",1,"0,0",0,5,32,long-range,0,0,0,,,,[]
0,3,6,4,SP3,0,0,0,-0.049910713862592736,1,6,3,1,5,1,17,none,0,0,0,1.159,3.0,d,[6.852999999999999]
1,1,6,4,SP3,0,0,0,0.003098641587901121,3,"6,7,6",1,"3,2,2",3,1,20,none,0,0,0,2.851,1.0,qt,"[6.852999999999999, 5.652]"
2,2,7,3,SP3,0,0,0,-0.3279110022219656,1,6,2,1,6,1,16,none,0,0,0,,,,[]
3,2,6,4,SP3,0,0,0,-0.012143178561029797,2,"6,6",2,"1,1",8,1,19,none,0,0,0,1.559,2.0,dd,"[5.652, 5.358]"
4,1,6,4,SP3,0,0,0,0.10459071917994583,3,"6,7,6",1,"2,2,0",7,1,18,none,0,0,0,3.447,1.0,t,[5.358]
5,2,7,3,SP3,0,0,0,-0.3183910485032913,1,6,2,1,4,1,15,none,0,0,0,,,,[]
8,1,8,2,SP2,0,0,0,-0.48008569271545354,1,6,1,0,5,2,13,geminal,0,0,0,,,,[]
0,2,7,3,SP2,0,0,0,-0.3986182982980257,1,6,2,0,3,-1,35,none,0,0,0,,,,[]
2,1,6,3,SP2,1,0,0,0.003715869117864292,2,"6,6",1,"0,0",5,-1,28,none,0,0,0,,,,[]
4,1,8,2,SP2,0,0,0,-0.5069720908890245,1,6,1,0,2,-1,18,none,0,0,0,,,,[]
8,1,8,2,SP2,0,0,0,-0.4775398926487476,1,6,1,0,1,-1,16,none,0,0,0,,,,[]
9,1,6,3,SP2,1,0,0,-0.04185829486740507,2,"6,6",1,"0,1",5,-1,25,none,0,0,0,,,,[]
10,1,6,3,SP2,1,0,0,-0.03803573577854186,2,"6,6",1,"1,0",3,-1,26,none,0,0,0,,,,[]
11,1,8,2,SP2,0,0,0,-0.505666646136573,1,6,1,0,2,-1,17,none,0,0,0,7.637,1.0,ddd,"[8.26, 8.087, 0.442]"
13,1,6,3,SP2,1,0,0,-0.017916595370142115,2,"6,6",1,"0,1",2,-1,27,none,0,0,0,7.407,1.0,dd,"[8.087, 1.452]"
14,1,6,3,SP2,1,0,0,-0.0578366414293263,2,"6,6",1,"1,1",2,-1,22,none,0,0,0,,,,[]
15,1,6,3,SP2,1,0,0,-0.052538297153058404,2,"6,6",1,"1,0",3,-1,24,none,0,0,0,8.845,1.0,dd,"[4.689, 1.679]"
19,1,6,3,SP2,1,0,0,0.027674237542989515,2,"7,6",1,"0,1",1,-1,20,none,0,0,0,,,,[]
20,1,6,3,SP2,1,0,0,-0.04316920686026375,2,"6,6",1,"1,1",1,-1,21,none,0,0,0,,,,[]
21,1,6,3,SP2,1,0,0,-0.05114507590541267,2,"6,6",1,"1,0",3,-1,23,none,0,0,0,,,,[]
2,1,8,2,SP2,0,0,0,-0.4792427216590689,1,6,1,0,2,2,11,geminal,0,0,0,,,,[]
