heavy_atom_idx,degree,hybridization,in_ring,is_aromatic,formal_charge,partial_charge,num_H_neighbors,num_heavy_neighbors,neighbor_atomic_nums,neighbor_C_count,neighbor_O_count,neighbor_N_count,neighbor_S_count,neighbor_Halogen_count,dist_to_O,dist_to_N,dist_to_aromatic,in_symmetric_env,ppm,nb_atoms,multiplicity,couplings
4,3,SP2,1,1,0,-0.05784092933641728,1,2,"6,6",2,0,0,0,0,4,-1,1,33,129.4,2,s,[]
5,3,SP2,1,1,0,-0.05409313871301355,1,2,"6,6",2,0,0,0,0,5,-1,1,29,127.2,2,s,[]
6,3,SP2,1,1,0,-0.018383955184104406,0,3,"6,6,6",3,0,0,0,0,6,-1,1,38,140.43,1,s,[]
7,3,SP2,1,1,0,-0.018403921594407405,0,3,"6,6,6",3,0,0,0,0,7,-1,1,37,140.2,1,s,[]
8,3,SP2,1,1,0,-0.0543832301793927,1,2,"6,6",2,0,0,0,0,8,-1,1,27,127.07499999999999,2,s,[]
9,3,SP2,1,1,0,-0.06165094948674658,1,2,"6,6",2,0,0,0,0,9,-1,1,24,128.9,2,s,[]
10,3,SP2,1,1,0,-0.062225394893631054,1,2,"6,6",2,0,0,0,0,10,-1,1,23,128.2,1,s,[]
11,3,SP2,1,1,0,-0.06165094948674658,1,2,"6,6",2,0,0,0,0,9,-1,1,24,128.9,2,s,[]
12,3,SP2,1,1,0,-0.0543832301793927,1,2,"6,6",2,0,0,0,0,8,-1,1,27,127.07499999999999,2,s,[]
13,3,SP2,1,1,0,-0.05409313871301355,1,2,"6,6",2,0,0,0,0,5,-1,1,29,127.2,2,s,[]
14,3,SP2,1,1,0,-0.05784092933641728,1,2,"6,6",2,0,0,0,0,4,-1,1,33,129.4,2,s,[]
16,4,SP3,0,0,0,0.11654579228778476,2,2,"8,6",1,1,0,0,0,1,-1,1,42,66.775,1,s,[]
17,3,SP2,1,1,0,-0.006691269542515502,0,3,"6,6,6",3,0,0,0,0,2,-1,1,39,130.08,1,s,[]
18,3,SP2,1,1,0,-0.009271710421501567,1,2,"6,6",2,0,0,0,0,2,-1,1,32,108.2,1,s,[]
19,3,SP2,1,1,0,0.16569560739242012,0,3,"6,6,8",2,1,0,0,0,1,-1,1,36,147.81,1,s,[]
20,3,SP2,1,1,0,0.16531714893159116,0,3,"6,6,8",2,1,0,0,0,1,-1,1,35,146.5,1,s,[]
21,3,SP2,1,1,0,-0.015496576889098744,1,2,"6,6",2,0,0,0,0,2,-1,1,26,108.81,1,s,[]
22,3,SP2,1,1,0,-0.05166313075762409,1,2,"6,6",2,0,0,0,0,3,-1,1,31,121.99,1,s,[]
24,4,SP3,1,0,0,0.23080038418621565,2,2,"8,8",0,2,0,0,0,1,-1,2,41,101.13,1,s,[]
0,4,SP3,0,0,0,-0.03937286384143015,3,1,6,1,0,0,0,0,4,8,1,35,19.3,1,s,[]
1,3,SP2,1,1,0,-0.044449782680428956,0,3,"6,6,6",3,0,0,0,0,3,7,1,28,136.35,1,s,[]
2,3,SP2,1,1,0,-0.004813902951878851,0,3,"6,6,6",3,0,0,0,0,2,6,1,29,127.19999999999999,1,s,[]
3,4,SP3,0,0,0,-0.035788868924344186,3,1,6,1,0,0,0,0,3,7,1,36,13.7,1,s,[]
4,3,SP2,1,1,0,0.1368209124371273,0,3,"6,6,8",2,1,0,0,0,1,5,1,32,154.1,1,s,[]
5,3,SP2,1,1,0,0.024233829388416856,0,3,"6,6,6",3,0,0,0,0,2,4,1,33,127.05,1,s,[]
6,3,SP2,1,1,0,-0.050545260368550685,1,2,"6,6",2,0,0,0,0,3,5,1,30,121.235,1,s,[]
7,3,SP2,1,1,0,-0.0581810413599596,1,2,"6,6",2,0,0,0,0,4,6,1,27,129.7,1,s,[]
8,3,SP2,1,1,0,0.007521780480014516,0,3,"6,6,6",3,0,0,0,0,2,3,1,31,111.6,1,s,[]
9,4,SP3,0,0,0,0.05543664618814922,2,2,"6,6",2,0,0,0,0,2,2,1,37,32.815,1,s,[]
10,3,SP2,0,0,0,0.22451481223820596,0,3,"6,8,7",1,1,1,0,0,1,1,2,25,169.1,1,s,[]
13,4,SP3,1,0,0,0.052113306664197376,0,4,"7,6,6,6",3,0,1,0,0,3,1,4,42,61.1,1,s,[]
14,4,SP3,0,0,0,-0.040798038919193626,3,1,6,1,0,0,0,0,4,2,5,38,27.1,1,s,[]
15,4,SP3,1,0,0,-0.01510329965882869,2,2,"6,6",2,0,0,0,0,3,2,5,39,33.876,1,s,[]
16,4,SP3,1,0,0,0.05249843027433541,2,2,"6,16",1,0,0,1,0,2,3,6,40,50.7,1,s,[]
20,4,SP3,1,0,0,0.07305385901738287,2,2,"16,6",1,0,0,1,0,2,2,5,41,63.099999999999994,1,s,[]
21,3,SP2,1,1,0,0.0955102907282451,1,2,"6,8",1,1,0,0,0,1,4,1,26,146.7,1,s,[]
0,4,SP3,0,0,0,0.031576337579490375,3,1,7,0,0,1,0,0,-1,1,6,38,38.6,1,s,[]
2,3,SP2,0,0,0,0.20867560750943634,0,3,"7,7,7",0,0,3,0,0,-1,1,4,20,159.3,1,s,[]
6,3,SP2,0,0,0,0.06555407603816323,0,3,"7,6,6",2,0,1,0,0,-1,1,1,21,148.55,1,s,[]
7,4,SP3,0,0,0,-0.019797926839457407,3,1,6,1,0,0,0,0,-1,2,2,39,13.7,1,s,[]
8,3,SP2,1,1,0,0.005913195684754901,0,3,"6,6,6",3,0,0,0,0,-1,2,1,29,123.57499999999999,1,s,[]
9,3,SP2,1,1,0,-0.044567686198895305,1,2,"6,6",2,0,0,0,0,-1,3,1,27,132.5,1,s,[]
10,3,SP2,1,1,0,-0.017095215359062117,0,3,"6,6,6",3,0,0,0,0,-1,4,1,32,131.81,1,s,[]
11,3,SP2,1,1,0,-0.054337675226935306,1,2,"6,6",2,0,0,0,0,-1,5,1,26,130.62,1,s,[]
12,3,SP2,1,1,0,-0.06162863064239701,1,2,"6,6",2,0,0,0,0,-1,6,1,22,126.15,1,s,[]
13,3,SP2,1,1,0,-0.06160777008169534,1,2,"6,6",2,0,0,0,0,-1,7,1,24,126.4,1,s,[]
14,3,SP2,1,1,0,-0.053757085523328106,1,2,"6,6",2,0,0,0,0,-1,6,1,30,122.6,1,s,[]
15,3,SP2,1,1,0,-0.01049591667494837,0,3,"6,6,6",3,0,0,0,0,-1,5,1,34,129.75,1,s,[]
16,3,SP2,1,1,0,-0.009871230837282537,0,3,"6,6,6",3,0,0,0,0,-1,4,1,35,130.66,1,s,[]
17,3,SP2,1,1,0,-0.053734832671379885,1,2,"6,6",2,0,0,0,0,-1,5,1,31,122.79,1,s,[]
18,3,SP2,1,1,0,-0.061607049939626256,1,2,"6,6",2,0,0,0,0,-1,6,1,25,126.455,1,s,[]
19,3,SP2,1,1,0,-0.06160630613941531,1,2,"6,6",2,0,0,0,0,-1,5,1,23,128.55,1,s,[]
20,3,SP2,1,1,0,-0.05368912153556796,1,2,"6,6",2,0,0,0,0,-1,4,1,28,126.4,1,s,[]
21,3,SP2,1,1,0,-0.008612604776099542,0,3,"6,6,6",3,0,0,0,0,-1,3,1,33,132.4,1,s,[]
0,4,SP3,0,0,0,0.009776066097017611,3,1,7,0,0,1,0,0,3,1,6,49,35.55,1,s,[]
2,4,SP3,0,0,0,0.09920528996628328,2,2,"7,6",1,0,1,0,0,2,1,4,50,48.8,1,s,[]
3,3,SP2,0,0,0,0.23948786548159584,0,3,"6,8,7",1,1,1,0,0,1,1,3,28,169.1,1,s,[]
6,4,SP3,0,0,0,0.07587216617695622,2,2,"7,6",1,0,1,0,0,2,1,1,52,36.0,1,s,[]
7,3,SP2,1,1,0,0.12241260655785652,0,3,"6,6,8",2,1,0,0,0,1,2,1,31,151.8,1,s,[]
8,3,SP2,1,1,0,-0.0187236951821339,1,2,"6,6",2,0,0,0,0,2,3,1,33,107.1,1,s,[]
9,3,SP2,1,1,0,-0.0234772803054356,1,2,"6,6",2,0,0,0,0,2,4,1,32,110.3,1,s,[]
10,3,SP2,1,1,0,0.09073258243600803,1,2,"6,8",1,1,0,0,0,1,4,1,30,141.8,1,s,[]
12,3,SP2,0,0,0,0.23626355337918176,0,3,"7,8,6",1,1,1,0,0,1,1,4,29,169.5,1,s,[]
14,4,SP3,0,0,0,0.07617701175656644,2,2,"6,7",1,0,1,0,0,2,1,3,51,43.35,1,s,[]
16,4,SP3,0,0,0,0.05802803696886517,1,3,"7,6,6",2,0,1,0,0,4,1,1,53,65.5,1,s,[]
17,3,SP2,1,1,0,-0.026531098573168835,0,3,"6,6,6",3,0,0,0,0,5,2,1,44,142.5,2,s,[]
18,3,SP2,1,1,0,-0.05711707151174577,1,2,"6,6",2,0,0,0,0,6,3,1,40,127.2,4,s,[]
19,3,SP2,1,1,0,-0.061922913272114063,1,2,"6,6",2,0,0,0,0,7,4,1,36,128.9,4,s,[]
20,3,SP2,1,1,0,-0.062246367668152,1,2,"6,6",2,0,0,0,0,8,5,1,34,128.115,2,s,[]
21,3,SP2,1,1,0,-0.061922913272114063,1,2,"6,6",2,0,0,0,0,7,4,1,36,128.9,4,s,[]
22,3,SP2,1,1,0,-0.05711707151174577,1,2,"6,6",2,0,0,0,0,6,3,1,40,127.2,4,s,[]
23,3,SP2,1,1,0,-0.026531098573168835,0,3,"6,6,6",3,0,0,0,0,5,2,1,44,142.5,2,s,[]
24,3,SP2,1,1,0,-0.05711707151174577,1,2,"6,6",2,0,0,0,0,6,3,1,40,127.2,4,s,[]
25,3,SP2,1,1,0,-0.061922913272114063,1,2,"6,6",2,0,0,0,0,7,4,1,36,128.9,4,s,[]
26,3,SP2,1,1,0,-0.062246367668152,1,2,"6,6",2,0,0,0,0,8,5,1,34,128.115,2,s,[]
27,3,SP2,1,1,0,-0.061922913272114063,1,2,"6,6",2,0,0,0,0,7,4,1,36,128.9,4,s,[]
28,3,SP2,1,1,0,-0.05711707151174577,1,2,"6,6",2,0,0,0,0,6,3,1,40,127.2,4,s,[]
0,4,SP3,0,0,0,0.0677407404663578,3,1,7,0,0,1,0,0,4,1,-1,21,53.5,3,s,[]
2,4,SP3,0,0,0,0.0677407404663578,3,1,7,0,0,1,0,0,4,1,-1,21,53.5,3,s,[]
3,4,SP3,0,0,0,0.0677407404663578,3,1,7,0,0,1,0,0,4,1,-1,21,53.5,3,s,[]
4,4,SP3,0,0,0,0.10473918582618735,2,2,"7,6",1,0,1,0,0,2,1,-1,24,67.64,1,s,[]
5,4,SP3,0,0,0,0.10804573190827056,1,3,"6,8,6",2,1,0,0,0,1,2,-1,20,69.2,1,s,[]
7,4,SP3,0,0,0,0.01859443150262819,2,2,"6,6",2,0,0,0,0,2,3,-1,19,42.0,1,s,[]
8,3,SP2,0,0,0,0.044191172983548396,0,3,"6,8,8",1,2,0,0,0,1,4,-1,18,182.375,1,s,[]
0,4,SP3,0,0,0,-0.05238518426227362,3,1,6,1,0,0,0,0,3,-1,-1,33,13.75,1,s,[]
1,4,SP3,1,0,0,0.029258624354690396,0,4,"6,6,6,6",4,0,0,0,0,2,-1,-1,49,47.75,1,s,[]
2,4,SP3,1,0,0,-0.04033357743506664,2,2,"6,6",2,0,0,0,0,3,-1,-1,42,33.75,1,s,[]
3,4,SP3,1,0,0,-0.0486856938402808,2,2,"6,6",2,0,0,0,0,4,-1,-1,41,21.01,1,s,[]
4,4,SP3,1,0,0,-0.03257034673278922,1,3,"6,6,6",3,0,0,0,0,5,-1,-1,48,41.7,1,s,[]
5,4,SP3,1,0,0,-0.03424081158538062,1,3,"6,6,6",3,0,0,0,0,4,-1,-1,45,35.66,1,s,[]
6,4,SP3,1,0,0,-0.049577679406400406,2,2,"6,6",2,0,0,0,0,5,-1,-1,37,27.6,1,s,[]
7,4,SP3,1,0,0,-0.049536467294905455,2,2,"6,6",2,0,0,0,0,4,-1,-1,39,28.45,1,s,[]
8,4,SP3,1,0,0,-0.03327094978972725,1,3,"6,6,6",3,0,0,0,0,3,-1,-1,47,43.4,1,s,[]
9,4,SP3,1,0,0,-0.02362899319498753,2,2,"6,6",2,0,0,0,0,2,-1,-1,40,37.5,1,s,[]
10,4,SP3,1,0,0,0.05428988091946897,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,44,72.65,1,s,[]
12,4,SP3,1,0,0,-0.026458891248883475,2,2,"6,6",2,0,0,0,0,2,-1,-1,36,31.7,1,s,[]
13,4,SP3,1,0,0,-0.044860899943861506,2,2,"6,6",2,0,0,0,0,3,-1,-1,43,36.55,1,s,[]
14,4,SP3,1,0,0,-0.02645709427554663,0,4,"6,6,6,6",4,0,0,0,0,4,-1,-1,50,35.75,1,s,[]
15,4,SP3,0,0,0,-0.05909912982217733,3,1,6,1,0,0,0,0,5,-1,-1,34,23.9,1,s,[]
16,4,SP3,1,0,0,-0.02553310729002192,1,3,"6,6,6",3,0,0,0,0,3,-1,-1,46,50.2,1,s,[]
17,4,SP3,1,0,0,-0.04227184463110373,2,2,"6,6",2,0,0,0,0,3,-1,-1,38,21.5,1,s,[]
18,4,SP3,1,0,0,0.006969184935403366,2,2,"6,6",2,0,0,0,0,2,-1,-1,35,35.7,1,s,[]
19,3,SP2,1,0,0,0.13855528441675471,0,3,"6,8,6",2,1,0,0,0,1,-1,-1,32,220.1,1,s,[]
0,3,SP2,0,0,0,-0.10133214803458783,2,1,6,1,0,0,0,0,5,3,7,23,116.0,1,s,[]
1,3,SP2,0,0,0,-0.07262156669380984,1,2,"6,6",2,0,0,0,0,4,2,6,26,134.45,1,s,[]
2,4,SP3,0,0,0,0.03585790348235691,2,2,"6,7",1,0,1,0,0,3,1,5,42,42.4,1,s,[]
4,3,SP2,0,0,0,0.26756772982225363,0,3,"7,8,6",1,1,1,0,0,1,1,3,22,161.4,1,s,[]
6,3,SP2,0,0,0,0.10741918414329212,0,3,"6,6,7",2,0,1,0,0,2,1,2,25,128.4,1,s,[]
7,3,SP2,0,0,0,-0.02263831981406224,1,2,"6,6",2,0,0,0,0,3,2,1,24,133.6,1,s,[]
8,3,SP2,1,1,0,0.012451751167326308,0,3,"6,6,6",3,0,0,0,0,4,3,1,37,107.7,1,s,[]
9,3,SP2,1,1,0,-0.05196438954023801,1,2,"6,6",2,0,0,0,0,5,4,1,32,131.3,1,s,[]
10,3,SP2,1,1,0,-0.061463657195181945,1,2,"6,6",2,0,0,0,0,6,5,1,28,125.2,1,s,[]
11,3,SP2,1,1,0,-0.0593155966230843,1,2,"6,6",2,0,0,0,0,7,6,1,27,130.64999999999998,1,s,[]
12,3,SP2,1,1,0,-0.025693497409066634,1,2,"6,6",2,0,0,0,0,6,5,1,29,116.35,1,s,[]
13,3,SP2,1,1,0,0.1300015672857392,0,3,"6,9,6",2,0,0,0,1,5,4,1,35,163.25,1,s,[]
16,3,SP2,0,0,0,0.2553157024200417,0,3,"7,8,6",1,1,1,0,0,1,1,1,21,165.85000000000002,1,s,[]
18,3,SP2,1,1,0,0.04016725509152614,0,3,"6,6,6",3,0,0,0,0,2,2,1,36,137.075,1,s,[]
19,3,SP2,1,1,0,-0.042620747900457855,1,2,"6,6",2,0,0,0,0,3,3,1,30,128.12,2,s,[]
20,3,SP2,1,1,0,0.016669086104178634,1,2,"6,6",2,0,0,0,0,3,2,1,33,123.9,2,s,[]
21,3,SP2,1,1,0,0.2689715378055072,0,3,"6,7,6",2,0,1,0,0,2,1,1,38,149.4,1,s,[]
25,3,SP2,1,1,0,0.016669086104178634,1,2,"6,6",2,0,0,0,0,3,2,1,33,123.9,2,s,[]
26,3,SP2,1,1,0,-0.042620747900457855,1,2,"6,6",2,0,0,0,0,3,3,1,30,128.12,2,s,[]
0,4,SP3,0,0,0,0.06773306780692605,3,1,7,0,0,1,0,0,4,1,-1,18,53.795,3,s,[]
2,4,SP3,0,0,0,0.06773306780692605,3,1,7,0,0,1,0,0,4,1,-1,18,53.795,3,s,[]
3,4,SP3,0,0,0,0.06773306780692605,3,1,7,0,0,1,0,0,4,1,-1,18,53.795,3,s,[]
4,4,SP3,0,0,0,0.10321694800438491,2,2,"7,6",1,0,1,0,0,2,1,-1,21,64.66499999999999,1,s,[]
5,4,SP3,0,0,0,0.1141935904360052,2,2,"6,8",1,1,0,0,0,1,2,-1,17,68.42,1,s,[]
0,4,SP3,0,0,0,-0.03975432816820636,3,1,6,1,0,0,0,0,-1,6,1,32,20.92,1,s,[]
1,3,SP2,1,1,0,-0.05058407317286541,0,3,"6,6,6",3,0,0,0,0,-1,5,1,27,137.87,1,s,[]
2,3,SP2,1,1,0,-0.056023011110934065,1,2,"6,6",2,0,0,0,0,-1,4,1,24,129.2,2,s,[]
3,3,SP2,1,1,0,-0.04561231597360611,0,3,"6,6,6",3,0,0,0,0,-1,3,1,28,137.72,2,s,[]
4,4,SP3,0,0,0,-0.039412664605100706,3,1,6,1,0,0,0,0,-1,4,1,33,20.314999999999998,2,s,[]
5,3,SP2,1,1,0,-0.02303526552805469,0,3,"6,6,6",3,0,0,0,0,-1,2,1,30,120.35,1,s,[]
6,4,SP3,0,0,0,0.040554427958104385,2,2,"6,7",1,0,1,0,0,-1,1,1,35,48.900000000000006,1,s,[]
8,3,SP2,1,1,0,0.0342307709031741,0,3,"7,6,6",2,0,1,0,0,-1,1,1,26,148.13,1,s,[]
9,3,SP2,1,1,0,-0.038957090924057934,1,2,"6,6",2,0,0,0,0,-1,2,1,22,112.93,2,s,[]
10,3,SP2,1,1,0,-0.06021455272363427,1,2,"6,6",2,0,0,0,0,-1,3,1,20,129.2,2,s,[]
11,3,SP2,1,1,0,-0.06211782227630811,1,2,"6,6",2,0,0,0,0,-1,4,1,19,123.58,1,s,[]
12,3,SP2,1,1,0,-0.06021455272363427,1,2,"6,6",2,0,0,0,0,-1,3,1,20,129.2,2,s,[]
13,3,SP2,1,1,0,-0.038957090924057934,1,2,"6,6",2,0,0,0,0,-1,2,1,22,112.93,2,s,[]
14,3,SP2,1,1,0,-0.04561231597360611,0,3,"6,6,6",3,0,0,0,0,-1,3,1,28,137.72,2,s,[]
15,4,SP3,0,0,0,-0.039412664605100706,3,1,6,1,0,0,0,0,-1,4,1,33,20.314999999999998,2,s,[]
16,3,SP2,1,1,0,-0.056023011110934065,1,2,"6,6",2,0,0,0,0,-1,4,1,24,129.2,2,s,[]
2,4,SP3,0,0,0,0.10730641266365358,2,2,"8,6",1,1,0,0,0,1,2,-1,9,65.2,1,s,[]
3,3,SP2,0,0,0,0.06928348319332009,0,3,"6,8,8",1,2,0,0,0,1,3,-1,7,180.24,1,s,[]
1,4,SP3,0,0,0,-0.007168288682896014,2,2,"7,6",1,0,1,0,0,4,1,-1,14,40.6,1,s,[]
2,4,SP3,0,0,0,-0.030384599270814015,2,2,"6,6",2,0,0,0,0,3,2,-1,15,24.8,1,s,[]
3,4,SP3,0,0,0,0.04652004035362811,2,2,"6,6",2,0,0,0,0,2,3,-1,13,35.6,1,s,[]
4,3,SP2,0,0,0,0.3028891240181524,0,3,"6,8,8",1,2,0,0,0,1,4,-1,11,182.7,1,s,[]
0,4,SP3,0,0,0,0.07754609125584982,3,1,8,0,1,0,0,0,1,5,2,39,56.0,1,s,[]
2,3,SP2,1,1,0,0.13224197074176888,0,3,"8,6,6",2,1,0,0,0,1,3,1,33,156.8,1,s,[]
3,3,SP2,1,1,0,0.08159522079185436,0,3,"6,6,6",3,0,0,0,0,2,2,1,36,119.3,1,s,[]
4,3,SP2,0,0,0,0.2571599157419348,0,3,"6,8,7",1,1,1,0,0,1,1,1,25,166.6,1,s,[]
7,4,SP3,0,0,0,0.009856246130759248,3,1,7,0,0,1,0,0,3,1,3,42,35.55,1,s,[]
8,4,SP3,0,0,0,0.04560537186842145,2,2,"7,6",1,0,1,0,0,3,1,1,43,54.45,1,s,[]
9,3,SP2,1,1,0,-0.028497796800974053,0,3,"6,6,6",3,0,0,0,0,4,2,1,37,136.8,1,s,[]
10,3,SP2,1,1,0,-0.05613853598689758,1,2,"6,6",2,0,0,0,0,5,3,1,31,129.4,2,s,[]
11,3,SP2,1,1,0,-0.048269102634947415,1,2,"6,6",2,0,0,0,0,6,4,1,26,126.7,2,s,[]
12,3,SP2,1,1,0,0.006929028675147017,0,3,"6,16,6",2,0,0,1,0,7,5,1,34,137.5,1,s,[]
14,4,SP3,0,0,0,-0.013631039968010681,3,1,16,0,0,0,1,0,9,7,2,40,15.11,1,s,[]
15,3,SP2,1,1,0,-0.048269102634947415,1,2,"6,6",2,0,0,0,0,6,4,1,26,126.7,2,s,[]
16,3,SP2,1,1,0,-0.05613853598689758,1,2,"6,6",2,0,0,0,0,5,3,1,31,129.4,2,s,[]
17,3,SP2,1,1,0,-0.044564204041666625,1,2,"6,6",2,0,0,0,0,3,3,1,30,131.8,1,s,[]
18,3,SP2,1,1,0,-0.04753918795453252,1,2,"6,6",2,0,0,0,0,4,4,1,28,118.0,1,s,[]
19,3,SP2,1,1,0,0.010641701539117195,0,3,"6,16,6",2,0,0,1,0,3,5,1,35,148.4,1,s,[]
21,4,SP3,0,0,0,-0.013628781235853158,3,1,16,0,0,0,1,0,5,7,2,41,15.2,1,s,[]
22,3,SP2,1,1,0,-0.0055171529524357865,1,2,"6,6",2,0,0,0,0,2,4,1,29,108.2,1,s,[]
1,3,SP2,1,0,0,0.2399721978171684,0,3,"8,6,7",1,1,1,0,0,1,1,7,26,167.1,1,s,[]
2,4,SP3,1,0,0,0.03417741977523369,2,2,"6,6",2,0,0,0,0,2,2,6,39,26.0,1,s,[]
3,4,SP3,1,0,0,0.00764960354601467,2,2,"6,6",2,0,0,0,0,3,2,5,40,21.0,1,s,[]
4,3,SP2,1,0,0,0.1460295539429717,0,3,"6,6,7",2,0,1,0,0,2,1,4,28,144.0,1,s,[]
5,3,SP2,0,0,0,0.3551385133124658,0,3,"6,8,8",1,2,0,0,0,1,2,3,25,166.9,1,s,[]
8,4,SP3,0,0,0,0.20534010012338638,1,3,"8,6,6",2,1,0,0,0,1,2,1,43,67.6,1,s,[]
9,3,SP2,0,0,0,0.2681716975349162,0,3,"6,8,7",1,1,1,0,0,1,1,2,27,167.25,1,s,[]
12,4,SP3,1,0,0,0.04420902597179519,2,2,"7,6",1,0,1,0,0,2,1,4,41,42.0,2,s,[]
13,4,SP3,1,0,0,0.06430774688034764,2,2,"6,8",1,1,0,0,0,1,2,5,37,66.5,2,s,[]
15,4,SP3,1,0,0,0.06430774688034764,2,2,"8,6",1,1,0,0,0,1,2,5,37,66.5,2,s,[]
16,4,SP3,1,0,0,0.04420902597179519,2,2,"6,7",1,0,1,0,0,2,1,4,41,42.0,2,s,[]
17,3,SP2,1,1,0,0.0020116750645190425,0,3,"6,6,6",3,0,0,0,0,2,3,1,34,135.485,1,s,[]
18,3,SP2,1,1,0,-0.05478678678888783,1,2,"6,6",2,0,0,0,0,3,4,1,32,127.92,2,s,[]
19,3,SP2,1,1,0,-0.06184007678283333,1,2,"6,6",2,0,0,0,0,4,5,1,30,128.7,2,s,[]
20,3,SP2,1,1,0,-0.06224366463405542,1,2,"6,6",2,0,0,0,0,5,6,1,29,128.115,1,s,[]
21,3,SP2,1,1,0,-0.06184007678283333,1,2,"6,6",2,0,0,0,0,4,5,1,30,128.7,2,s,[]
22,3,SP2,1,1,0,-0.05478678678888783,1,2,"6,6",2,0,0,0,0,3,4,1,32,127.92,2,s,[]
1,3,SP2,0,0,0,0.33546285078768207,0,3,"8,8,6",1,2,0,0,0,1,-1,1,20,167.3,1,s,[]
3,3,SP2,1,1,0,0.06708511561552626,0,3,"6,6,6",3,0,0,0,0,2,-1,1,32,125.8,1,s,[]
4,3,SP2,1,1,0,-0.0014941029133534213,1,2,"6,6",2,0,0,0,0,2,-1,1,23,115.2,1,s,[]
5,3,SP2,1,1,0,0.1617989820822797,0,3,"6,8,6",2,1,0,0,0,1,-1,1,27,145.47,1,s,[]
7,3,SP2,1,1,0,0.2008725111101623,0,3,"6,8,6",2,1,0,0,0,1,-1,1,30,135.135,1,s,[]
9,3,SP2,1,1,0,0.17713522622998026,0,3,"6,8,6",2,1,0,0,0,1,-1,1,28,151.7,1,s,[]
11,3,SP2,0,0,0,0.3434409055919423,0,3,"8,8,6",1,2,0,0,0,1,-1,1,19,164.2,1,s,[]
13,3,SP2,1,1,0,0.06768120860222322,0,3,"6,6,6",3,0,0,0,0,2,-1,1,31,125.3,1,s,[]
14,3,SP2,1,1,0,-0.0014735125905370214,1,2,"6,6",2,0,0,0,0,2,-1,1,21,109.25,2,s,[]
15,3,SP2,1,1,0,0.16176283675604555,0,3,"6,8,6",2,1,0,0,0,1,-1,1,25,145.3,2,s,[]
17,3,SP2,1,1,0,0.19980594563979107,0,3,"6,8,6",2,1,0,0,0,1,-1,1,29,138.1,1,s,[]
19,3,SP2,1,1,0,0.16176283675604555,0,3,"6,8,6",2,1,0,0,0,1,-1,1,25,145.3,2,s,[]
21,3,SP2,1,1,0,-0.0014735125905370214,1,2,"6,6",2,0,0,0,0,2,-1,1,21,109.25,2,s,[]
22,3,SP2,1,1,0,-0.000434713982952938,1,2,"6,6",2,0,0,0,0,2,-1,1,24,110.3,1,s,[]
1,3,SP2,0,0,0,0.31053606782299437,0,3,"8,8,6",1,2,0,0,0,1,-1,-1,11,173.6,1,s,[]
3,4,SP3,0,0,0,0.10335123644689581,2,2,"6,6",2,0,0,0,0,2,-1,-1,15,40.55,1,s,[]
4,3,SP2,1,0,0,0.11522802631977495,0,3,"6,6,8",2,1,0,0,0,1,-1,-1,13,175.6,1,s,[]
5,3,SP2,1,0,0,-0.034108939837349944,1,2,"6,6",2,0,0,0,0,2,-1,-1,12,125.985,1,s,[]
6,4,SP3,1,0,0,0.06758988585549477,2,2,"6,6",2,0,0,0,0,2,-1,-1,14,34.1,1,s,[]
7,3,SP2,1,0,0,0.3143466088987683,0,3,"6,8,8",1,2,0,0,0,1,-1,-1,10,176.8,1,s,[]
0,4,SP3,0,0,0,-0.03769290279097806,3,1,6,1,0,0,0,0,8,3,1,41,17.3,1,s,[]
1,3,SP2,1,1,0,-0.026940912060672367,0,3,"6,6,6",3,0,0,0,0,7,2,1,34,136.0,1,s,[]
2,3,SP2,1,1,0,-0.05723487849899847,1,2,"6,6",2,0,0,0,0,8,3,1,30,131.2,1,s,[]
3,3,SP2,1,1,0,-0.06185258400846764,1,2,"6,6",2,0,0,0,0,9,4,1,24,130.8,1,s,[]
4,3,SP2,1,1,0,-0.06016177065450001,1,2,"6,6",2,0,0,0,0,8,3,1,23,128.05,1,s,[]
5,3,SP2,1,1,0,-0.03770872154563309,1,2,"6,6",2,0,0,0,0,7,2,1,27,115.6,1,s,[]
6,3,SP2,1,1,0,0.0504474072996386,0,3,"6,7,6",2,0,1,0,0,6,1,1,32,133.3,1,s,[]
8,3,SP2,1,1,0,0.029845826834068608,1,2,"7,6",1,0,1,0,0,6,1,1,36,112.2,1,s,[]
9,3,SP2,1,1,0,0.046518822535013,1,2,"6,7",1,0,1,0,0,6,1,1,22,128.55,1,s,[]
11,3,SP2,1,1,0,0.1725852575511592,0,3,"7,16,7",0,0,2,1,0,4,1,1,35,159.0,1,s,[]
13,4,SP3,0,0,0,0.08053799210125578,2,2,"16,6",1,0,0,1,0,2,2,2,40,35.5,1,s,[]
14,3,SP2,0,0,0,0.2343508264162652,0,3,"6,8,7",1,1,1,0,0,1,1,2,21,167.185,1,s,[]
17,3,SP2,1,1,0,0.04119273491241143,0,3,"7,6,6",2,0,1,0,0,3,1,1,31,137.7,1,s,[]
18,3,SP2,1,1,0,-0.03170685104131159,1,2,"6,6",2,0,0,0,0,4,2,1,25,119.7,2,s,[]
19,3,SP2,1,1,0,0.017938713851060606,1,2,"6,6",2,0,0,0,0,3,2,1,28,125.05,2,s,[]
20,3,SP2,1,1,0,0.269075460398789,0,3,"6,7,6",2,0,1,0,0,2,1,1,33,139.6,1,s,[]
